19.2344,21.4431,24.6153,28.5127,29.7083,20.2869,2.9495,-7.7152,-10.2039,-9.2318,-7.138,-4.647,-1.9827,0.7435,3.3473,4.3798,-0.7677,-7.4451,-4.6708,-3.3308,-4.3515,-1.4985,-3.8528,-5.227,-4.8591,-4.206,-3.8914,-4.0087,-2.2378,4.7942,0.491,-5.9701,-11.4771,-12.8945,-1.3385,8.56,8.2748,-1.7476,-5.7281,-4.6881,-3.7099,-3.731,-4.6134,0.1179,9.7252,15.4044,15.7613,13.6029,11.3881,9.4488,7.6631,5.8953,4.015,1.8356,-0.9855,-4.9175,-9.1336,-9.6182,-3.7535,0.6149,-1.2554,-2.0247,-2.0067,-2.2333,-1.8757,-1.0436,-0.5269,-0.4537,-0.6195,-1.1088,-4.0368,-0.5612,-2.1019,-3.8376,-2.3308,-3.1244,-0.8682,-6.2106,-6.6367,-6.1738,-5.184,-3.0591,1.2697,6.9365,7.07,4.0275,1.9583,0.0407,-2.8834,1.49,2.9687,1.7045,1.1148,0.6991,-0.6334,-9.0377,-13.1252,12.5057,11.2592,10.6455,12.0537,11.1154,4.4789,-1.6725,-2.9261,-1.6213,0.0997,1.4352,1.6888,1.8534,1.4419,-3.1562,6.7977,-5.6012,-4.6382,-0.7094,10.2955,16.7877,12.1889,6.8362,-0.6105,10.66,20.4477,18.7567,17.4275,16.423,15.6693,15.1752
21.4431,24.6641,29.2197,34.9111,37.5125,26.6102,5.0855,-8.3498,-11.5934,-10.5683,-8.2027,-5.3984,-2.4346,0.5408,3.2615,4.0448,-1.8287,-8.9123,-5.1471,-2.7494,-3.7211,-1.6562,-5.3541,-6.987,-6.3712,-5.4475,-4.87,-4.4552,-0.8068,9.4321,2.8305,-8.6837,-17.75,-17.5885,0.7149,10.4049,8.321,-1.8532,-5.6296,-4.5945,-3.7106,-4.0842,-5.4636,0.6,11.1414,17.7941,18.9252,16.657,14.0785,11.75,9.5815,7.4278,5.1408,2.5077,-0.8512,-5.4019,-10.0311,-10.4342,-2.9924,2.2887,-0.6318,-1.9131,-1.9205,-2.1476,-1.8269,-1.0046,-0.4202,-0.233,-0.2732,-0.5108,-2.5089,-1.5563,-5.3716,-5.1919,-0.972,-2.0804,-2.4259,-7.4921,-7.7849,-7.2409,-6.0838,-3.4723,2.0104,8.6788,8.3812,4.8283,2.5822,0.5968,-2.3812,2.3373,2.8455,0.8682,-0.0311,-0.6918,-2.4755,-12.4726,-16.122,16.9976,14.1146,12.149,12.8548,11.4142,4.2358,-2.0324,-2.4489,-0.1027,2.0936,3.0181,1.8956,0.2283,-2.2454,-6.8091,12.3984,-1.7174,-2.2378,0.4687,9.0545,14.6497,11.8814,8.5205,1.5855,7.2644,17.6527,16.84,15.9815,15.3359,14.8896,14.6795
24.6153,29.2197,35.8708,44.6946,50.5736,38.8898,11.5399,-6.5902,-11.6894,-11.1425,-8.7439,-5.7062,-2.4228,0.9013,3.9123,4.5567,-2.4973,-11.2849,-7.4582,-3.2713,-2.504,-0.5095,-6.2237,-8.7888,-8.2696,-7.2464,-6.5044,-5.5543,0.4964,15.4067,6.7014,-11.7146,-26.4372,-23.019,5.8314,14.3493,8.6693,-2.8642,-6.035,-4.4694,-3.4448,-4.1081,-6.182,1.2099,12.3199,20.7862,23.4239,21.111,18.0097,15.0965,12.3522,9.622,6.7303,3.4185,-0.7648,-6.2642,-11.1406,-10.3102,-0.6987,4.7925,-0.2178,-2.4703,-2.6139,-2.8143,-2.294,-1.0997,-0.0705,0.5119,0.7769,0.9757,0.3366,-2.3077,-11.1198,-8.1278,0.1194,-0.7727,-4.5346,-10.1945,-10.3569,-9.6041,-8.0707,-4.5099,3.2085,11.8524,10.6882,6.036,3.3654,1.149,-2.1355,3.4592,3.0085,-0.0228,-1.3953,-2.3795,-4.6982,-16.5655,-19.239,22.8476,17.8238,14.3319,14.2263,12.0191,3.8664,-2.645,-1.9233,1.9125,5.0285,5.8584,3.3555,-0.6329,-6.3867,-11.6871,21.8238,5.1835,2.3711,3.23,7.6983,11.1554,10.7655,9.8441,3.9338,4.2855,14.306,14.6023,14.3751,14.2238,14.2047,14.3875
28.5127,34.9111,44.6946,59.2595,73.3263,64.9953,30.6436,4.2482,-5.5136,-7.2467,-5.9338,-3.337,-0.0935,3.5133,7.1886,8.71,0.9141,-12.4261,-12.3883,-6.6936,-1.7273,1.5036,-6.8767,-11.4512,-11.7968,-11.1672,-10.5845,-9.0546,1.1174,25.0809,15.4587,-14.2202,-38.9707,-29.3782,17.1678,23.067,11.9612,-2.6441,-6.1714,-4.6631,-3.6124,-4.1287,-5.9748,2.4144,12.0715,23.4722,28.784,26.676,22.9333,19.2303,15.6915,12.1597,8.4194,4.1384,-1.2497,-8.0388,-12.0603,-6.4686,5.8481,8.1556,-1.4063,-5.2982,-5.3612,-5.0365,-3.4805,-0.9627,1.2839,2.7633,3.6319,4.65,6.5591,-0.5637,-23.1466,-15.8224,-1.4416,-0.1629,-6.1162,-14.758,-15.3326,-14.4353,-12.3927,-7.3439,4.2003,16.4002,14.0327,7.6085,4.0691,1.2286,-2.3073,5.3122,4.3892,-0.3033,-2.5783,-4.0878,-7.0168,-20.5744,-19.9825,30.3062,21.7924,16.8032,15.9414,12.8242,3.3957,-3.3775,-1.2671,4.5289,9.4394,11.3922,8.6782,2.5381,-8.6233,-18.4815,34.9245,16.1413,10.5091,8.7008,6.8183,6.79,9.4456,11.5163,8.573,1.857,7.8336,9.9859,10.9411,11.7355,12.5298,13.443
29.7083,37.5125,50.5736,73.3263,103.6965,111.1907,75.1589,37.5087,18.1919,10.0058,7.0719,6.8529,8.2548,10.8738,14.8234,18.7617,12.5911,-8.6268,-20.3812,-17.1047,-6.4864,0.497,-8.9706,-15.9744,-18.2425,-18.9194,-19.1396,-16.8684,1.0276,41.2829,32.1479,-14.2914,-53.2857,-35.2653,34.6054,36.2754,21.5466,4.5284,-3.11,-4.9336,-5.2117,-4.8828,-2.481,8.3627,11.4404,23.7079,31.3498,29.6588,25.4895,21.1673,16.9805,12.7767,8.2947,3.1022,-3.5479,-11.7385,-13.5862,1.6023,18.5167,12.5927,-4.1588,-10.1893,-9.705,-8.0177,-4.2009,0.8189,5.0546,7.8287,9.5282,11.9451,19.0874,11.8087,-42.0642,-29.699,-7.2772,0.3622,-2.5978,-18.9901,-21.7239,-21.3885,-19.2885,-13.0491,2.7506,19.8115,17.0461,8.7855,3.8622,-0.1444,-2.9816,6.8893,7.4411,0.6863,-3.237,-5.6679,-9.2262,-22.7601,-12.5303,38.4136,23.8882,17.9045,16.6452,12.9244,2.6023,-4.4872,-1.7743,5.4109,12.736,18.0415,18.886,13.4633,-4.6449,-29.2921,43.3527,27.5301,20.562,15.9784,6.7639,4.0489,10.782,16.052,20.69,5.3742,-3.2236,0.863,3.4603,5.6716,7.7143,9.7396
20.2869,26.6102,38.8898,64.9953,111.1907,148.8664,131.8447,91.7266,62.0583,43.8439,32.8451,26.2354,22.4532,20.9412,22.4682,28.3364,28.1281,2.9386,-25.0437,-31.0915,-18.5206,-6.5792,-12.1433,-19.7748,-24.3276,-27.0246,-28.6754,-26.1908,-1.6699,50.0257,42.8115,-11.3004,-55.7447,-35.7339,39.2937,36.2652,27.4788,15.9284,2.8001,-4.0287,-6.7083,-5.1137,5.6906,20.4983,12.2868,17.4343,22.8317,21.4794,18.0738,14.4945,11.0118,7.4906,3.6663,-0.9537,-7.3419,-15.9446,-17.4354,3.3046,24.987,14.3146,-3.9024,-10.0994,-9.5368,-7.6612,-2.849,3.504,8.6615,11.8685,13.8341,17.4023,31.2712,41.0896,-48.6738,-37.646,-12.1629,2.2485,8.151,-17.1083,-23.228,-24.2867,-23.166,-17.8567,-1.9868,17.3551,16.1817,7.2839,0.9779,-4.3257,-5.113,4.2197,9.2977,1.9377,-3.8248,-7.4859,-11.5604,-21.1127,5.8798,40.3702,20.78,15.5161,14.5524,11.2993,1.7043,-6.3537,-6.3705,-1.2924,6.2722,15.1398,23.3272,24.2261,3.6933,-44.942,33.2022,30.0634,25.8145,22.02,11.1291,8.3674,16.2767,21.3578,34.8525,19.4807,-11.8625,-8.7902,-5.7427,-2.8665,-0.1664,2.4168
2.9495,5.0855,11.5399,30.6436,75.1589,131.8447,147.6415,123.9189,94.0761,70.3409,53.1236,40.5969,31.2486,24.49,21.4701,26.2644,33.547,17.2329,-14.8354,-27.0895,-17.4968,-7.5215,-10.2743,-17.5815,-23.5393,-27.6411,-30.3702,-28.8153,-7.4698,33.7533,29.8752,-9.0008,-40.7447,-31.4863,15.9289,9.7019,11.6316,11.8214,0.4424,-5.607,-8.1572,-5.5007,7.9366,18.2151,4.7434,2.953,3.9531,3.6177,2.5465,1.3231,0.0941,-1.1889,-2.6857,-4.7927,-8.5012,-14.9295,-17.3167,-1.4855,15.5146,8.1483,-1.0362,-4.2526,-5.1631,-6.011,-3.4511,1.4876,5.643,8.1092,9.6597,13.2119,29.19,56.6276,-37.708,-34.7935,-17.6347,-5.861,14.9288,-6.604,-13.6291,-15.7188,-16.0292,-13.7246,-4.2793,8.8188,8.0363,0.6333,-5.3492,-10.7738,-9.3745,-2.1991,6.7449,1.6347,-4.5951,-9.0633,-13.4211,-16.9454,23.0927,31.3343,14.357,11.7387,11.3394,9.3214,2.2531,-6.4989,-11.1012,-10.6763,-5.6266,4.2027,17.9646,26.5105,12.171,-50.9353,11.8286,25.565,26.2203,27.7704,22.1201,14.2603,13.4508,11.4177,19.3323,23.8027,-11.2487,-11.6676,-10.1117,-8.1914,-6.2663,-4.4482
-7.7152,-8.3498,-6.5902,4.2482,37.5087,91.7266,123.9189,116.7231,94.0865,72.3072,54.8773,41.1405,29.9871,20.9214,14.993,16.9883,26.5779,21.3425,-2.2129,-12.7585,-7.4232,-3.9473,-6.644,-12.8868,-18.4865,-22.5041,-25.219,-24.4103,-9.2863,16.8377,13.8833,-8.2927,-24.8379,-22.7163,-2.2153,-9.8305,-1.9094,6.5135,-2.2148,-7.8814,-10.7254,-9.1127,1.1728,5.2935,-4.6178,-7.7442,-9.1977,-8.5822,-7.8111,-7.2161,-6.7404,-6.3549,-6.113,-6.2686,-7.6273,-11.4589,-13.6106,-3.3139,6.7938,2.3402,-0.2118,-1.7492,-4.1208,-6.8802,-6.0571,-2.4459,0.8491,2.8842,4.3283,7.6632,22.505,52.2307,-26.5825,-28.469,-20.4624,-15.066,14.432,3.1317,-2.5966,-5.0256,-6.3942,-6.7425,-3.9126,1.3782,0.4406,-4.3714,-8.6914,-12.7106,-8.7111,-3.2209,4.0034,0.9423,-4.5245,-8.8508,-12.9003,-12.3423,31.2176,24.0077,10.3747,8.8755,8.3682,7.2754,3.0991,-4.3956,-10.8389,-13.1753,-10.4286,-1.7124,12.8291,24.4528,17.1571,-44.8947,-7.0929,17.4419,21.6515,26.1821,24.4865,13.2641,5.9985,-1.1418,-4.0375,17.5578,-7.2361,-9.9636,-9.9806,-9.2973,-8.4252,-7.5717
-10.2039,-11.5934,-11.6894,-5.5136,18.1919,62.0583,94.0761,94.0865,78.2874,61.1874,46.7239,34.812,24.6985,16.0026,9.523,9.4744,17.7194,18.2469,3.9298,-3.4005,-1.5267,-2.4415,-4.9575,-9.5277,-13.8629,-17.0903,-19.3492,-19.0543,-8.5701,8.9788,6.0903,-7.2932,-14.9377,-12.6228,-4.6386,-12.9468,-4.7801,5.4136,-2.3512,-8.5303,-11.8919,-11.4486,-3.7373,-1.472,-7.5566,-11.1599,-13.541,-12.5467,-11.0496,-9.7531,-8.6493,-7.6811,-6.853,-6.3292,-6.718,-9.0972,-10.7418,-3.6424,2.6102,-0.4758,-0.6895,-1.6947,-4.2827,-7.0935,-6.695,-3.7985,-1.0153,0.8412,2.2976,5.3851,18.4215,42.8843,-19.8424,-21.7884,-17.666,-15.8118,11.2598,6.2892,2.1613,-0.0549,-1.7512,-3.2644,-3.5788,-1.746,-1.7681,-4.5509,-7.5833,-10.2661,-4.87,0.0276,3.6367,1.1562,-3.3623,-7.0763,-10.5313,-9.0456,28.6816,18.6618,7.9411,6.5698,5.8861,5.5427,3.7704,-1.4918,-7.4433,-10.542,-9.2541,-2.5468,9.7391,20.4885,16.7878,-36.0499,-15.9128,10.1744,15.6325,20.1905,20.0422,10.5225,2.8416,-4.9566,-12.0161,12.5049,-4.8898,-8.0795,-8.7364,-8.6548,-8.3142,-7.9277
-9.2318,-10.5683,-11.1425,-7.2467,10.0058,43.8439,70.3409,72.3072,61.1874,48.3688,37.1879,27.7347,19.4879,12.1649,6.3732,5.5419,11.9211,14.3173,5.8359,0.605,0.2846,-2.4314,-4.4126,-7.4748,-10.5846,-13.0141,-14.82,-14.9052,-7.5485,5.6685,3.2709,-5.759,-9.1139,-5.174,-1.9141,-10.3347,-4.3643,4.1826,-2.7328,-8.482,-11.5825,-11.3913,-4.7672,-2.2788,-6.6365,-10.9129,-13.516,-12.4797,-10.8716,-9.4722,-8.295,-7.2801,-6.4166,-5.8197,-5.9467,-7.6304,-8.9316,-3.8827,0.3889,-1.7551,-1.2492,-1.9533,-4.1092,-6.291,-5.8541,-3.4247,-1.057,0.5991,1.9492,4.6311,15.5313,34.194,-15.3398,-16.0997,-13.1594,-12.9105,7.9149,5.6782,2.8368,1.0714,-0.4853,-2.1709,-3.2727,-2.0178,-0.9085,-2.5865,-4.9939,-6.9626,-1.7933,2.3167,3.5375,1.3873,-2.2095,-5.2095,-8.0196,-6.8434,22.3262,13.9971,6.0501,4.843,4.2439,4.534,4.3802,0.9903,-3.9993,-7.1867,-6.8537,-2.042,7.5362,16.3936,14.4077,-27.1712,-16.9023,5.4135,10.6956,14.37,14.7614,8.2422,2.2091,-4.574,-11.6449,8.8802,-3.9334,-6.6758,-7.3764,-7.4504,-7.2809,-7.0466
